V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
ACSM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
ACSS2,0,290,0,6,0,13,7,0,0,1573,0,0,175,0,0,0,1092,1,0,77,2220,0,0,1769,0,160,0,0,0,0
ACSS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTA1,0,0,1,3,0,0,3,1,0,4,1,0,1,0,1,0,27,0,0,0,4,3,0,25,1,3,5,0,5,1
ACTA2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ACTB,99367,29539,211224,185343,36308,23268,92667,20245,9774,541459,157077,16595,240309,36508,25375,30113,1003058,42411,29301,19883,780678,49682,198107,646542,68695,113030,469783,47075,445879,289122
ACTBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0
ACTC1,0,0,1274,0,0,0,1,0,0,2,0,0,0,0,1,0,2310,0,0,0,2394,0,10817,0,1,0,0,0,9394,0
ACTG1,26298,20478,8194,3123,23978,14345,16337,8622,5112,12131,24885,8058,150740,15568,10466,11195,113071,35341,3391,2122,44137,10215,21150,12114,6338,18103,7716,14579,63108,43348
ACTG1P4,15,16,12,0,49,22,19,7,3,34,42,11,208,18,13,19,159,67,0,5,69,17,42,37,7,18,13,16,94,67
ACTG2,0,0,0,0,1,0,57,0,0,1313,1,0,0,0,0,3,1,0,0,16,1,0,0,1,0,2,0,1,4,2
ACTL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL6A,7914,0,4197,2768,381,0,673,779,0,3408,1405,0,2092,798,166,616,5208,691,136,173,4526,574,202,24,630,116,1694,0,5604,4454
ACTL6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ACTN1,0,985,478,1431,0,0,685,1231,193,5062,2486,157,2035,966,498,433,21371,19,1442,293,9236,494,5336,4912,2504,3942,4629,0,3695,1296
ACTN1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN3,0,0,0,0,0,1,0,796,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTN4,178,166,195,19,138,250,142,786,53,529,255,260,1549,138,1,607,3410,132,737,510,1325,73,2759,4484,987,146,1299,121,1423,78
ACTR10,0,0,0,3644,392,40,275,448,0,0,859,39,42,55,135,198,3027,242,0,4,39,1066,1058,0,1584,162,2365,348,0,250
ACTR1A,0,400,2309,1469,169,942,518,223,470,6482,1233,16,3121,304,3,5,10076,0,383,83,10830,265,1034,9266,1246,1055,5919,131,8192,1741
ACTR1B,0,0,0,0,318,0,0,0,1,0,1,0,0,2,18,0,0,88,0,7,1,0,0,0,0,0,2,8,0,0
ACTR2,0,91,5290,0,693,1,479,68,582,571,1683,501,2554,35,0,15,7325,895,12,115,3206,64,1921,1363,56,1399,1640,93,1435,494
ACTR3,0,32,2823,3521,1061,113,769,23,137,1598,3124,446,8212,44,98,779,10999,1442,305,1068,2595,1292,491,1326,1802,2541,211,0,987,3213
ACTR3B,0,48,60,0,0,0,0,12,0,0,235,247,0,0,0,0,49,0,0,38,0,0,0,0,0,0,0,0,4,0
ACTR3BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
ACTR5,0,0,0,0,0,0,133,0,1,0,683,0,0,333,0,0,0,0,0,55,0,0,14,0,0,794,1344,0,0,22
ACTR6,0,0,5792,1,6,278,1356,744,0,3750,1196,863,0,1066,1180,0,3270,365,0,571,5189,375,696,10768,0,2524,3353,468,5240,7712
ACTR8,66,2,0,100,0,0,53,0,0,1,1661,124,6171,715,0,0,3908,956,167,1,842,12,0,0,0,630,0,0,65,0
ACTRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,0,0,0,12,0,0,0,397
ACVR1,0,907,543,0,0,0,0,0,110,1473,122,622,986,0,0,0,5930,0,0,196,0,92,338,72,0,0,1,0,679,1782
ACVR1B,0,69,0,1191,0,0,67,0,0,0,0,0,0,360,0,351,3349,0,24,5,0,12,0,0,0,84,0,0,0,0
ACVR1C,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
ACVR2A,0,637,414,3208,772,0,0,0,15,1643,829,4,91,0,0,170,10722,0,0,1,8527,526,148,0,0,770,1,0,1560,0
ACVR2B,0,559,522,0,125,1,127,771,27,3333,1013,123,86,974,1496,15,3850,225,1281,202,0,314,231,1996,56,40,929,519,1620,677
ACVR2B-AS1,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVRL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACY1,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,20,0,10,0,0,8,0,0,0,0,0,0
ACY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACYP1,0,0,1249,665,28,0,129,251,0,2374,1299,0,0,0,0,0,4316,0,0,198,0,34,446,631,235,532,0,16,1116,920
ACYP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,101,0
ADA,0,0,1251,0,0,0,152,12,0,0,1139,0,933,0,0,306,3417,0,0,0,0,19,2426,0,0,364,90,0,2563,6
ADAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,411,0,0,0,0
ADAD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAL,0,299,275,100,12,0,0,0,0,46,0,82,0,0,849,2,28,0,0,107,0,0,33,0,0,0,0,0,0,144
ADAM10,0,2,579,34,1452,0,90,0,0,2608,442,0,129,56,0,0,501,0,0,35,0,447,0,3423,786,270,733,0,2167,3154
ADAM11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,449,0,0,0,0,0,0,0
ADAM12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0
ADAM15,0,0,4,37,0,0,17,1,0,1699,436,0,1,0,0,0,2038,0,0,66,412,3,3699,0,1852,526,808,0,1235,604
ADAM17,14717,65,2787,2864,559,744,208,195,1,2203,845,188,2010,31,523,1,9623,75,164,79,3866,217,117,1374,315,70,2907,0,810,19
ADAM18,0,0,0,1306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1032,0,422,0,0,70,0,0,0,0
ADAM19,19624,3043,0,0,0,0,0,1,1432,1,1,0,9,0,0,0,0,143,0,166,0,0,0,0,0,0,0,0,0,0
ADAM1A,0,0,0,0,0,0,3,18,0,0,0,0,0,0,200,0,0,0,0,0,0,286,0,70,0,0,0,0,0,0
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,897,0
ADAM20P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM21P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ADAM22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ADAM23,1515,110,0,0,0,70,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ADAM29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ADAM32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
ADAM33,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ADAM9,0,489,1141,1,743,233,286,0,98,4694,1664,688,2562,205,0,0,12791,29,0,986,6967,1639,1353,8009,1621,1310,2781,0,4903,3516
ADAMDEC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
ADAMTS1,0,68,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ADAMTS10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
ADAMTS12,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS13,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,296,0,0,0,1,0
ADAMTS14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS15,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ADAMTS16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
ADAMTS18,0,0,0,0,50,0,0,0,87,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ADAMTS19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS5,0,1,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
ADAMTS6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0
ADAMTS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9,0,0,0,0,0,54,0,0,0,0,0,0,0,34,0,725,0,0,0,3,35,0,0,0,0,0,0,0,0,0
ADAMTS9-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ADAMTSL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL4,0,0,0,0,0,0,358,0,0,0,229,0,0,0,0,0,1003,0,0,217,0,12,0,0,0,1,1014,0,70,0
ADAMTSL5,0,0,0,0,91,1,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,25,0
ADAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAP2,0,0,588,0,0,0,189,0,0,57,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
ADAR,0,918,1148,2286,1235,23,849,348,421,7565,1724,1,4216,10,310,360,3049,2160,119,66,6982,175,2374,11794,2263,2197,0,5,3501,1260
ADARB1,0,0,0,358,0,0,0,0,0,0,2,0,412,0,0,0,2951,0,0,69,429,0,0,1,0,83,0,0,572,78
ADARB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
ADARB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAT1,0,140,1306,342,0,0,52,20,0,2,616,0,0,1,21,0,1216,0,1,0,0,0,0,937,0,0,0,0,1217,612
ADAT2,0,0,0,1,1,0,92,0,0,0,1080,78,309,0,1066,0,0,0,0,12,2035,21,0,0,987,0,32,0,1135,77
ADAT3,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,0,7,0
ADC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0
ADCK1,0,0,0,0,0,0,0,0,650,0,0,0,0,654,45,0,0,1,0,79,0,23,0,0,0,0,0,0,12,0
ADCK2,0,0,0,0,0,0,13,0,0,0,358,0,0,0,0,37,2552,0,407,84,2452,65,1190,0,0,0,1,0,1104,666
ADCK3,0,21,0,0,458,2,34,57,1211,1067,511,41,0,119,0,0,3043,121,397,236,0,165,31,7,0,0,0,503,0,0
ADCK4,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,104,0,265,0,73,0,0,0,0,0,0,0,0,214,0
ADCK5,0,0,31,0,0,0,68,0,0,0,0,4,1,0,0,11,0,3,0,30,0,0,0,0,0,0,0,0,0,0
ADCY1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,5,0,0,0,0,0
ADCY10,0,279,406,0,0,65,49,0,87,870,382,0,0,0,0,100,1493,66,0,14,0,159,818,1306,584,17,40,0,315,938
ADCY10P1,0,0,0,240,29,0,0,0,0,0,0,0,1634,0,0,0,72,0,0,0,0,0,0,0,785,0,0,0,0,0
ADCY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ADCY3,0,1,0,18,26,0,67,40,0,1234,238,48,403,0,0,0,1205,55,0,0,1551,177,25,2621,9,181,381,200,669,69
ADCY4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY6,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ADCY7,0,0,0,0,0,0,68,29,0,41,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,411,0
ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ADCY9,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,0
ADCYAP1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD1,1,315,1323,1102,228,1023,259,157,81,3700,1351,12,1072,329,3,920,3754,133,465,327,2195,87,3418,2140,1539,617,0,833,0,3432
ADD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
ADD3,0,312,264,252,2709,6784,0,0,1815,0,0,0,6772,360,860,1534,19,4323,0,433,389,0,0,389,461,0,8,0,0,0
ADGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
ADH1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH5,271,242,4411,2740,301,0,476,1307,1,3458,2999,927,4428,20,1316,1183,12702,45,943,297,2124,186,1242,1387,17,1972,1209,1044,4432,1329
ADH6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADHFE1,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADI1,0,100,1225,831,244,52,768,0,99,67,875,103,0,523,0,248,2016,158,330,44,978,234,2107,49,2,1,81,1,1898,108
ADIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOR1,4,648,80,990,279,624,342,1311,31,874,2647,503,5017,43,1044,1473,8612,26,1501,516,754,523,2255,6,3017,1205,2,53,2512,968
ADIPOR2,0,253,472,0,264,0,447,0,96,1778,399,0,0,35,113,15,50,43,217,66,5435,0,117,0,54,873,0,0,1129,4
ADIRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADK,0,1322,5121,1723,895,163,991,1,0,16686,1753,0,0,1243,0,169,10188,300,0,0,11561,701,1342,8687,950,1681,2961,1,9751,9971
ADM,7841,0,235,0,1468,0,844,0,186,4619,0,0,969,0,0,0,8,374,0,17,0,0,1,0,9,948,12,0,1918,1462
ADM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,1
ADM5,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,77,0,0,639,21,0,6,0,472,0,19,0,0,0,0
ADNP,0,691,1151,749,195,0,5,0,0,3647,959,391,109,91,600,18,1707,65,0,289,3595,151,911,0,0,1001,0,142,46,133
ADNP2,0,5,0,0,0,0,371,118,0,3782,1531,0,1814,308,7,7,1408,0,0,1,2535,119,2388,4306,1,1981,2188,0,362,2072
ADO,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,14,135,51,1052,0,0,0,285,1818,48,0,0,224,0,2
ADORA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADORA2A,0,0,0,0,0,0,0,65,0,0,0,0,0,0,611,548,0,0,0,0,0,0,0,0,0,0,0,0,69,0
ADORA2A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ADORA2B,0,0,0,0,277,0,0,306,0,0,2,692,0,18,4,167,0,0,0,0,0,0,0,14,0,0,0,0,41,0
ADORA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0
ADPGK,0,0,1405,768,0,0,21,0,99,1977,468,0,2336,647,901,264,1741,17,0,96,1772,450,1338,1089,0,1726,77,0,220,966
ADPGK-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,0,89,0,0,0,0,0
ADPRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADPRHL1,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ADPRHL2,0,0,0,275,0,0,0,0,7,0,617,8,0,2,0,81,0,213,0,10,92,70,3152,4,0,137,945,1608,1595,381
ADPRM,0,0,2751,0,0,0,0,0,161,1319,482,0,1770,0,0,0,2415,0,0,11,2447,27,2516,0,0,0,0,0,1145,0
ADRA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
ADRA1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
ADRA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ADRB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRBK1,0,0,1,0,1,1,0,0,0,148,57,0,1666,0,0,303,0,0,0,129,1012,16,570,0,1,1,519,0,0,0
ADRBK2,0,131,2554,0,223,253,0,166,195,27,158,168,2191,0,0,0,0,83,324,16,7,46,583,1,0,180,0,0,252,0
ADRM1,0,1300,3615,5943,0,7,1140,618,169,11496,3854,533,13390,499,860,1260,28058,327,355,215,21118,113,23540,4719,2022,2015,5882,3062,11770,5363
ADSL,9690,8,2551,1267,1293,1297,2805,3,80,17501,5946,1400,12570,0,956,413,28930,2330,840,819,9194,1858,3671,1900,794,4103,10350,1359,4170,7503
ADSS,1853,180,2107,374,287,0,109,0,0,309,1958,314,2071,285,40,647,2520,414,0,415,2992,0,0,367,1320,727,681,0,1411,545
ADSSL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,837,0
ADTRP,0,0,5058,0,234,0,513,0,0,2677,3480,0,0,0,2,0,21251,0,0,214,1068,0,1575,136,2107,714,2009,0,2862,3606
AEBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0
AEBP2,0,0,25713,19217,1166,3701,1253,1011,691,10107,3788,0,3908,876,1845,1197,20903,631,98,1614,12193,2437,1642,1240,1237,444,3611,79,12761,6838
AEN,0,2278,0,10,228,459,1137,1,4,7706,1285,355,2144,580,450,899,7142,1092,379,166,10107,278,2532,4619,1037,2391,3456,834,2303,3457
AES,0,0,0,0,17,0,0,0,0,483,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0
AFAP1,0,0,333,0,0,0,0,9,0,0,906,0,0,1030,6,509,1390,0,119,61,0,44,44,244,0,138,0,0,0,7
AFAP1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
AFAP1L1,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,4028,0,0,0,0,0,0,0,0,0,0,0,0,0
AFAP1L2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,876,0
AFF1,0,790,450,252,193,321,121,463,1,12,1403,1143,851,0,0,13,1121,339,3,77,0,499,318,53,0,0,1322,3,2585,0
AFF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFF3,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFF4,0,1073,1275,140,141,17,282,0,0,202,2298,11,3493,133,0,130,3363,1035,0,157,1491,43,137,466,1819,1384,0,0,6119,1
AFG3L1P,0,871,0,100,0,0,94,0,0,625,0,214,0,0,0,0,950,0,0,221,586,91,44,816,0,0,36,166,0,0
